,Unnamed: 0,SegId,Mean,Min,Max,Variance,Count,Volume,x,y,z,StructName,sub,ses,run,acq,rec,site,date,side,StructNameNoSide
126,19,11,0.307007846,0.252000213,0.359467983,0.000585625,141,3038.792969,105.1950355,73.54609929,-92.32086574,Left-Caudate,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Left,Caudate
127,13,12,0.296335416,0.240256265,0.371700257,0.000605146,313,6745.689453,114.9920128,80.49520767,-101.3110106,Left-Putamen,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Left,Putamen
128,22,13,0.265916237,0.237175271,0.296902776,0.000267612,51,1099.137939,109.6568627,85.93137255,-103.3130541,Left-Pallidum,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Left,Pallidum
129,10,14,0.413528851,0.307319283,0.656744301,0.006125652,56,1206.896484,93.4375,89.46428571,-104.4335022,3rd-Ventricle,jVF2cD,1,1,R4,LLRv1,repeat,20240709,,None
130,15,15,0.484870279,0.299527764,1.388597488,0.033125064,78,1681.034424,92.98076923,117.3397436,-132.5375816,4th-Ventricle,jVF2cD,1,1,R4,LLRv1,repeat,20240709,,None
131,7,16,0.295221057,0,0.47007212,0.001212698,753,16228.44824,92.49003984,103.2204515,-129.9674906,Brain-Stem,jVF2cD,1,1,R4,LLRv1,repeat,20240709,,None
132,27,17,0.344001484,0.24139826,0.409022719,0.000845441,182,3922.413574,114.7115385,101.1401099,-114.8351694,Left-Hippocampus,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Left,Hippocampus
133,3,18,0.369675487,0.29022643,0.426740527,0.000688054,69,1487.06897,113.2608696,82.86231884,-118.5907091,Left-Amygdala,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Left,Amygdala
134,35,24,0.367912331,0,10,0.028677772,16169,348469.8125,87.49242377,99.2416043,-90.04246592,CSF,jVF2cD,1,1,R4,LLRv1,repeat,20240709,,None
135,31,26,0.33768174,0.309386671,0.404632032,0.000376256,32,689.6551514,102.8125,67.96875,-105.603453,Left-Accumbens-area,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Left,Accumbens-area
136,9,28,0.282312229,0.234413877,0.345202327,0.000472007,159,3426.724121,102.2169811,94.82704403,-110.8870139,Left-VentralDC,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Left,VentralDC
137,17,31,0.350760641,0.287090093,0.48662734,0.00257714,28,603.4482422,109.1071429,110.3571429,-100.0000048,Left-choroid-plexus,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Left,choroid-plexus
138,14,41,0.286624891,0.214330137,0.445007116,0.000919046,9338,201250,69.13766331,98.92857143,-85.75601862,Right-Cerebral-White-Matter,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Right,Cerebral-White-Matter
139,21,42,0.335621209,0,0.526113749,0.001034947,8562,184525.8594,64.28200187,98.2524527,-92.8960411,Right-Cerebral-Cortex,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Right,Cerebral-Cortex
140,11,43,0.430478456,0.255405754,10,0.245173727,442,9525.861328,81.35180995,95.14140271,-91.73818559,Right-Lateral-Ventricle,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Right,Lateral-Ventricle
141,16,44,0.332769492,0.287037581,0.381354064,0.001100784,10,215.5172424,65.25,83.5,-122.4137975,Right-Inf-Lat-Vent,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Right,Inf-Lat-Vent
142,26,46,0.301409951,0.231979072,0.40617162,0.000762552,871,18771.55078,73.67680827,126.2916188,-134.9776359,Right-Cerebellum-White-Matter,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Right,Cerebellum-White-Matter
143,5,47,0.325607688,0,0.61128974,0.001517652,2099,45237.06641,70.83373035,133.4099571,-139.1730093,Right-Cerebellum-Cortex,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Right,Cerebellum-Cortex
144,28,49,0.303722108,0.254960537,0.404176772,0.00064746,206,4439.655273,83.51941748,97.85194175,-98.22564926,Right-Thalamus,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Right,Thalamus
145,34,50,0.319555581,0.263190985,0.388747185,0.000670569,126,2715.51709,82.8968254,71.11111111,-92.80241321,Right-Caudate,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Right,Caudate
146,12,51,0.297867806,0.245283306,0.351237237,0.000538186,258,5560.344727,72.1996124,77.91666667,-102.6329906,Right-Putamen,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Right,Putamen
147,23,52,0.272902555,0.231436804,0.313407212,0.00029184,63,1357.758545,76.19047619,82.81746032,-102.9009352,Right-Pallidum,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Right,Pallidum
148,36,53,0.334542369,0.246756554,0.40016678,0.000810501,184,3965.51709,70.0951087,97.01086957,-115.5547271,Right-Hippocampus,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Right,Hippocampus
149,8,54,0.342680156,0.27589941,0.40948844,0.000886082,86,1853.448242,73.69186047,81.19186047,-118.0032122,Right-Amygdala,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Right,Amygdala
150,25,58,0.352808218,0.293495625,0.470060259,0.00189493,24,517.241333,87.08333333,66.14583333,-105.1724185,Head-ExtraCerebral,jVF2cD,1,1,R4,LLRv1,repeat,20240709,,None
151,1,60,0.284202079,0.244200006,0.47512874,0.000631523,153,3297.413574,83.46405229,92.87581699,-110.6152852,Right-VentralDC,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Right,VentralDC
152,32,63,0.336089942,0.284742802,0.484245837,0.001278052,41,883.6206665,82.25609756,99.08536585,-94.61733034,Right-choroid-plexus,jVF2cD,1,1,R4,LLRv1,repeat,20240709,Right,choroid-plexus
153,2,77,0.280671985,0.244604155,0.333028555,0.000527405,18,387.9310303,88.75,84.44444444,-90.42146087,WM-hypointensities,jVF2cD,1,1,R4,LLRv1,repeat,20240709,,None
154,6,165,0.045047524,0,0.697301328,0.01260103,14139,304719.8125,94.00099017,97.95883726,-97.82187681,,jVF2cD,1,1,R4,LLRv1,repeat,20240709,,None
155,30,258,0.00660107,0,10,0.004914991,38378,827112.0625,92.35988066,90.28323519,-111.7065139,,jVF2cD,1,1,R4,LLRv1,repeat,20240709,,None
156,4,259,0,0,0,0,728,15689.6543,100.0377747,20.30906593,-124.0100461,,jVF2cD,1,1,R4,LLRv1,repeat,20240709,,None
157,25,0,2.63E-05,0,0.362446845,8.31E-06,251614,5422715.5,0,0,0,Unknown,yu8Thd,1,1,R4,LLRv1,repeat,20240709,,None
158,32,2,0.286437323,0.218296826,0.405037552,0.000832636,9276,199913.7813,108.909282,124.5469491,-81.40028165,Left-Cerebral-White-Matter,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Left,Cerebral-White-Matter
159,12,3,0.337834046,0,0.559583843,0.001373079,9581,206487.0625,113.3759524,125.335299,-87.15993718,Left-Cerebral-Cortex,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Left,Cerebral-Cortex
160,3,4,0.373564258,0.242892638,0.876853824,0.008464502,522,11250,95.54597701,120.3208812,-87.94425124,Left-Lateral-Ventricle,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Left,Lateral-Ventricle
161,39,5,0.34360525,0.328516096,0.358894855,0.000230747,3,64.65516663,116.6666667,105.8333333,-113.793108,Left-Inf-Lat-Vent,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Left,Inf-Lat-Vent
162,5,7,0.30080027,0.251607478,0.389335752,0.000380612,788,16982.75781,113.4993655,145.0634518,-134.7628258,Left-Cerebellum-White-Matter,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Left,Cerebellum-White-Matter
163,29,8,0.326655507,0,0.486222714,0.000752194,2228,48017.23828,115.8303411,151.0828097,-137.9759219,Left-Cerebellum-Cortex,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Left,Cerebellum-Cortex
164,6,10,0.288100296,0.25514847,0.363797337,0.000363542,245,5280.172363,95.42857143,121.9795918,-95.20056783,Left-Thalamus,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Left,Thalamus
165,9,11,0.301033136,0.2564376,0.365082145,0.000612823,189,4073.275635,95.48941799,96.91798942,-87.61175466,Left-Caudate,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Left,Caudate
166,30,12,0.29226269,0.242791012,0.369629264,0.000521464,254,5474.137695,107.5492126,103.9173228,-95.49280962,Left-Putamen,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Left,Putamen
167,38,13,0.265579342,0.248870015,0.290187955,8.06E-05,45,969.8275757,101.8333333,107.8888889,-97.39464083,Left-Pallidum,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Left,Pallidum
168,13,14,0.379108238,0.305203587,0.551895678,0.003915599,53,1142.241333,86.32075472,111.8867925,-102.0819826,3rd-Ventricle,yu8Thd,1,1,R4,LLRv1,repeat,20240709,,None
169,22,15,0.413596478,0.297775507,0.692124367,0.007417235,89,1918.103394,93.3988764,137.2191011,-131.6544018,4th-Ventricle,yu8Thd,1,1,R4,LLRv1,repeat,20240709,,None
170,36,16,0.293405778,0,0.421220303,0.001191149,718,15474.1377,90.60933148,123.7778552,-128.2393665,Brain-Stem,yu8Thd,1,1,R4,LLRv1,repeat,20240709,,None
171,15,17,0.33852037,0.263405412,0.402891457,0.000702016,186,4008.620605,110.2016129,120.8198925,-110.0482063,Left-Hippocampus,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Left,Hippocampus
172,18,18,0.360885308,0.293540984,0.427553862,0.000795782,61,1314.655151,107.1311475,103.1967213,-111.5319435,Left-Amygdala,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Left,Amygdala
173,8,24,0.361712694,0,1.620522499,0.014674227,16455,354633.625,79.12002431,123.1672744,-88.03026513,CSF,yu8Thd,1,1,R4,LLRv1,repeat,20240709,,None
174,28,26,0.327626675,0.290419161,0.384221554,0.00050808,39,840.5172119,95.19230769,92.30769231,-100.5305087,Left-Accumbens-area,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Left,Accumbens-area
175,23,28,0.287857406,0.255296379,0.337390065,0.000284514,126,2715.51709,95.43650794,116.8849206,-107.0333927,Left-VentralDC,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Left,VentralDC
176,2,30,0.337070554,0.337070554,0.337070554,0,1,21.55172348,110,102.5,-103.4482806,Left-vessel,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Left,vessel
177,34,31,0.333749305,0.274260074,0.45612222,0.001818641,28,603.4482422,104.9107143,131.25,-97.66010333,Left-choroid-plexus,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Left,choroid-plexus
178,31,41,0.288420307,0.213772431,0.426207989,0.000827919,9120,196551.7188,62.06962719,126.3802083,-86.55059483,Right-Cerebral-White-Matter,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Right,Cerebral-White-Matter
179,37,42,0.336759702,0,0.554003298,0.001153029,8788,189396.5469,58.08261265,126.8769914,-94.38066501,Right-Cerebral-Cortex,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Right,Cerebral-Cortex
180,14,43,0.394815936,0.257252753,1.246689558,0.012891915,434,9353.448242,73.87672811,120.6739631,-90.67218036,Right-Lateral-Ventricle,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Right,Lateral-Ventricle
181,21,44,0.370971575,0.324159712,0.442616224,0.000736144,17,366.379303,60.88235294,109.2647059,-120.6896596,Right-Inf-Lat-Vent,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Right,Inf-Lat-Vent
182,16,46,0.300749934,0.245018795,0.366636574,0.000399811,825,17780.17188,74.51212121,148.6575758,-138.4284263,Right-Cerebellum-White-Matter,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Right,Cerebellum-White-Matter
183,20,47,0.327509972,0.246324018,0.486055315,0.000701327,2098,45215.51563,74.19923737,154.8081506,-142.8043169,Right-Cerebellum-Cortex,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Right,Cerebellum-Cortex
184,11,49,0.300249912,0.264458925,0.353421748,0.000338587,230,4956.896484,77.54347826,123.2282609,-97.46627168,Right-Thalamus,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Right,Thalamus
185,10,50,0.314481386,0.26777038,0.37415722,0.000390663,121,2607.758545,71.85950413,97.95454545,-89.54118477,Right-Caudate,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Right,Caudate
186,1,51,0.307440459,0.263283819,0.373395443,0.000455694,256,5517.241211,63.68164063,104.3945313,-99.73060822,Right-Putamen,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Right,Putamen
187,24,52,0.279590428,0.256839752,0.313126117,0.000132009,50,1077.586182,68.35,110.1,-100.0000048,Right-Pallidum,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Right,Pallidum
188,7,53,0.331828464,0.264446437,0.391088337,0.00052492,178,3836.206787,65.92696629,123.2724719,-115.4785012,Right-Hippocampus,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Right,Hippocampus
189,35,54,0.357184198,0.297837496,0.405421942,0.00058525,67,1443.965454,67.68656716,106.8656716,-114.7709772,Right-Amygdala,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Right,Amygdala
190,26,58,0.346346501,0.292053699,0.412762165,0.000758434,24,517.241333,76.97916667,92.91666667,-101.0057519,Head-ExtraCerebral,yu8Thd,1,1,R4,LLRv1,repeat,20240709,,None
191,33,60,0.287063065,0.25904882,0.339845926,0.000319026,140,3017.241211,77.53571429,118.125,-109.0147829,Right-VentralDC,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Right,VentralDC
192,4,63,0.343913894,0.294588625,0.529800236,0.002388273,38,818.9655151,72.96052632,129.6052632,-98.54809917,Right-choroid-plexus,yu8Thd,1,1,R4,LLRv1,repeat,20240709,Right,choroid-plexus
193,17,77,0.290923702,0.263943672,0.360065877,0.000619736,16,344.8275757,81.40625,106.5625,-85.77586707,WM-hypointensities,yu8Thd,1,1,R4,LLRv1,repeat,20240709,,None
194,19,165,0.043217601,0,0.541879714,0.012625759,13413,289073.2813,87.19320808,118.8932379,-94.85497057,,yu8Thd,1,1,R4,LLRv1,repeat,20240709,,None
195,27,258,0.005868941,0,0.600611448,0.00185345,38530,830387.875,85.03672463,111.9889696,-107.6649679,,yu8Thd,1,1,R4,LLRv1,repeat,20240709,,None
196,0,259,0,0,0,0,642,13836.20605,82.60124611,44.80919003,-113.610489,,yu8Thd,1,1,R4,LLRv1,repeat,20240709,,None
197,24,0,4.33E-05,0,0.400745064,1.45E-05,253206,5457025.5,0,0,0,Unknown,yvldCD,1,1,R4,LLRv1,repeat,20240709,,None
198,30,2,0.28562711,0.218709946,0.411903948,0.00084034,9135,196875,112.3579639,123.8409962,-73.74554623,Left-Cerebral-White-Matter,yvldCD,1,1,R4,LLRv1,repeat,20240709,Left,Cerebral-White-Matter
199,35,3,0.337862019,0,0.486107469,0.001182833,9385,202262.9219,116.6710176,125.8223229,-80.50006939,Left-Cerebral-Cortex,yvldCD,1,1,R4,LLRv1,repeat,20240709,Left,Cerebral-Cortex
200,23,4,0.37859146,0.246732503,1.811093807,0.012989651,525,11314.65527,99.53333333,119.052381,-80.49918408,Left-Lateral-Ventricle,yvldCD,1,1,R4,LLRv1,repeat,20240709,Left,Lateral-Ventricle
201,21,5,0.33072377,0.306638926,0.352179676,0.000513042,4,86.20689392,120,105.625,-106.8965564,Left-Inf-Lat-Vent,yvldCD,1,1,R4,LLRv1,repeat,20240709,Left,Inf-Lat-Vent
202,26,7,0.302370368,0.254577756,0.374049067,0.000325753,752,16206.89648,111.2865691,145.7147606,-126.7470696,Left-Cerebellum-White-Matter,yvldCD,1,1,R4,LLRv1,repeat,20240709,Left,Cerebellum-White-Matter
203,38,8,0.327113342,0,0.416651934,0.000656602,2104,45344.82813,113.9389259,151.7229087,-130.0937502,Left-Cerebellum-Cortex,yvldCD,1,1,R4,LLRv1,repeat,20240709,Left,Cerebellum-Cortex
204,13,10,0.291153065,0.257921934,0.35138604,0.000376148,248,5344.827637,98.26612903,121.421371,-87.05506616,Left-Thalamus,yvldCD,1,1,R4,LLRv1,repeat,20240709,Left,Thalamus
205,36,11,0.293962478,0.251355976,0.360812038,0.000584563,193,4159.482422,101.7357513,96.7357513,-79.20314966,Left-Caudate,yvldCD,1,1,R4,LLRv1,repeat,20240709,Left,Caudate
206,27,12,0.291603981,0.251535535,0.346217334,0.000482709,264,5689.654785,111.9791667,104.2992424,-87.9702244,Left-Putamen,yvldCD,1,1,R4,LLRv1,repeat,20240709,Left,Putamen
207,17,13,0.264577332,0.25047493,0.280923575,5.97E-05,44,948.2758179,105.7954545,108.4090909,-89.89028707,Left-Pallidum,yvldCD,1,1,R4,LLRv1,repeat,20240709,Left,Pallidum
208,7,14,0.379582308,0.305048168,0.553890646,0.004809324,60,1293.103394,89.45833333,112.375,-93.33333821,3rd-Ventricle,yvldCD,1,1,R4,LLRv1,repeat,20240709,,None
209,12,15,0.402511364,0.30674842,0.557769954,0.003969195,90,1939.655151,93.08333333,136.0277778,-123.2567094,4th-Ventricle,yvldCD,1,1,R4,LLRv1,repeat,20240709,,None
210,33,16,0.294989988,0,0.449304909,0.001145023,715,15409.48242,91.53146853,121.9615385,-119.397159,Brain-Stem,yvldCD,1,1,R4,LLRv1,repeat,20240709,,None
211,9,17,0.336392507,0.276171386,0.417895228,0.000682343,190,4094.827393,112.7894737,120.8684211,-102.7949231,Left-Hippocampus,yvldCD,1,1,R4,LLRv1,repeat,20240709,Left,Hippocampus
212,39,18,0.347109323,0.289749384,0.393280268,0.0005932,74,1594.827515,110.6081081,103.1418919,-103.5880755,Left-Amygdala,yvldCD,1,1,R4,LLRv1,repeat,20240709,Left,Amygdala
213,3,24,0.374676831,0,1.169917703,0.01424285,15897,342607.75,83.58809838,121.076461,-78.88650073,CSF,yvldCD,1,1,R4,LLRv1,repeat,20240709,,None
214,20,26,0.33010555,0.282429695,0.367277414,0.000429541,41,883.6206665,100.9146341,91.64634146,-92.01009742,Left-Accumbens-area,yvldCD,1,1,R4,LLRv1,repeat,20240709,Left,Accumbens-area
215,18,28,0.283774633,0.257458419,0.335464865,0.000190429,144,3103.448242,98.73263889,115.9548611,-99.2097749,Left-VentralDC,yvldCD,1,1,R4,LLRv1,repeat,20240709,Left,VentralDC
216,0,30,0.32232523,0.32232523,0.32232523,0,1,21.55172348,115,102.5,-96.55172896,Left-vessel,yvldCD,1,1,R4,LLRv1,repeat,20240709,Left,vessel
217,31,31,0.328938521,0.284433812,0.413700551,0.001301772,27,581.8965454,107.5,135.9259259,-89.39974952,Left-choroid-plexus,yvldCD,1,1,R4,LLRv1,repeat,20240709,Left,choroid-plexus
218,28,41,0.288019428,0.220883995,0.404588103,0.000828297,9262,199612.0625,65.28692507,123.1146081,-76.4707905,Right-Cerebral-White-Matter,yvldCD,1,1,R4,LLRv1,repeat,20240709,Right,Cerebral-White-Matter
219,16,42,0.337491288,0,0.483412236,0.000870734,8485,182866.375,61.37271656,122.9879199,-83.33652182,Right-Cerebral-Cortex,yvldCD,1,1,R4,LLRv1,repeat,20240709,Right,Cerebral-Cortex
220,8,43,0.394868004,0.274518609,1.42212522,0.015491781,446,9612.068359,77.7690583,117.7186099,-81.02675628,Right-Lateral-Ventricle,yvldCD,1,1,R4,LLRv1,repeat,20240709,Right,Lateral-Ventricle
221,11,44,0.361554106,0.301993102,0.408926606,0.001405887,12,258.6206665,63.125,107.0833333,-110.3448322,Right-Inf-Lat-Vent,yvldCD,1,1,R4,LLRv1,repeat,20240709,Right,Inf-Lat-Vent
222,10,46,0.304270795,0.256394774,0.391143113,0.000462253,832,17931.0332,74.81670673,145.609976,-127.2836582,Right-Cerebellum-White-Matter,yvldCD,1,1,R4,LLRv1,repeat,20240709,Right,Cerebellum-White-Matter
223,5,47,0.328349521,0,0.452121139,0.000667511,1981,42693.96484,72.03685008,152.4823322,-131.6872399,Right-Cerebellum-Cortex,yvldCD,1,1,R4,LLRv1,repeat,20240709,Right,Cerebellum-Cortex
224,6,49,0.294770127,0.258722365,0.350604504,0.000421474,232,5000,80.24784483,120.3448276,-87.88644968,Right-Thalamus,yvldCD,1,1,R4,LLRv1,repeat,20240709,Right,Thalamus
225,37,50,0.307297131,0.262341619,0.356634349,0.000435282,145,3125,77.24137931,95.5862069,-80.09512995,Right-Caudate,yvldCD,1,1,R4,LLRv1,repeat,20240709,Right,Caudate
226,15,51,0.30146048,0.251378715,0.358183146,0.000566568,239,5150.861816,68.26359833,100.125523,-90.07358739,Right-Putamen,yvldCD,1,1,R4,LLRv1,repeat,20240709,Right,Putamen
227,1,52,0.267214673,0.242545858,0.298139066,0.000171262,53,1142.241333,72.35849057,107.1226415,-90.37085724,Right-Pallidum,yvldCD,1,1,R4,LLRv1,repeat,20240709,Right,Pallidum
228,2,53,0.339258645,0.279922903,0.418054223,0.000602297,179,3857.758545,68.05865922,118.896648,-105.8177662,Right-Hippocampus,yvldCD,1,1,R4,LLRv1,repeat,20240709,Right,Hippocampus
229,29,54,0.362119751,0.280839384,0.423032641,0.00075747,75,1616.379272,70.8,103.0333333,-105.8850621,Right-Amygdala,yvldCD,1,1,R4,LLRv1,repeat,20240709,Right,Amygdala
230,25,58,0.337295859,0.304592341,0.368316501,0.0002802,25,538.7930908,81.5,88.9,-91.86207387,Head-ExtraCerebral,yvldCD,1,1,R4,LLRv1,repeat,20240709,,None
231,32,60,0.283477016,0.253026783,0.333220273,0.000318023,133,2866.37915,80.54511278,115.8270677,-100.2592736,Right-VentralDC,yvldCD,1,1,R4,LLRv1,repeat,20240709,Right,VentralDC
232,34,62,0.340095013,0.340095013,0.340095013,0,1,21.55172348,65,102.5,-100.0000048,,yvldCD,1,1,R4,LLRv1,repeat,20240709,,None
233,22,63,0.336121779,0.28752467,0.485715359,0.001330506,49,1056.034424,76.42857143,128.0102041,-86.76988536,Right-choroid-plexus,yvldCD,1,1,R4,LLRv1,repeat,20240709,Right,choroid-plexus
234,40,77,0.278912998,0.257570684,0.332208782,0.000302987,22,474.1379089,96.81818182,98.40909091,-78.99687032,WM-hypointensities,yvldCD,1,1,R4,LLRv1,repeat,20240709,,None
235,4,165,0.061889818,0,0.715839565,0.017472202,13256,285689.6563,89.9967939,118.4412719,-86.09218447,,yvldCD,1,1,R4,LLRv1,repeat,20240709,,None
236,19,258,0.006384149,0,0.525662243,0.00200907,38346,826422.375,88.92661555,110.6265321,-97.30970937,,yvldCD,1,1,R4,LLRv1,repeat,20240709,,None
237,14,259,0,0,0,0,616,13275.86133,91.38798701,43.31980519,-105.1108421,,yvldCD,1,1,R4,LLRv1,repeat,20240709,,None
