,LabelValue,Mean,Median,Min,Max,Variance,Count,Session,Subject,Acquisition,Quant,Segmentation,Run,Reconstruction,site,date,sub,ses,rec,run
59,4.0,0.0010000000474974,0.0010000000474974,0.0010000000474974,0.0010000000474974,0.0,22,1,P0010,R4,T1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
60,5.0,0.003333496476483,0.0010000000474974,0.0010000000474974,0.0280111636966466,4.17464916182494e-05,23,1,P0010,R4,T1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
61,6.0,0.1619632244110107,0.1659803315997123,0.1016475334763526,0.2036290913820266,0.0007359501254911,26,1,P0010,R4,T1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
62,7.0,0.1439314705009261,0.143224261701107,0.120837815105915,0.171926274895668,0.0001925538707659,24,1,P0010,R4,T1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
63,8.0,0.1053381306784493,0.1044693142175674,0.0896331593394279,0.121701955795288,9.513214006419911e-05,21,1,P0010,R4,T1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
64,9.0,0.1380921912690003,0.1379847079515457,0.1327584385871887,0.1424649208784103,6.04975710671708e-06,24,1,P0010,R4,T1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
65,10.0,0.1755128701527913,0.1763276308774948,0.1651412695646286,0.1857117712497711,3.4667340023917e-05,24,1,P0010,R4,T1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
66,11.0,0.2051020963833882,0.2060610949993133,0.1863821893930435,0.2230328768491745,0.0001025368415567,26,1,P0010,R4,T1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
67,12.0,0.2674699827380802,0.2664632499217987,0.2573161721229553,0.2930913865566253,6.881698879365492e-05,23,1,P0010,R4,T1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
68,13.0,0.258520013342301,0.2580151855945587,0.2196494787931442,0.2971208393573761,0.0003987170062313,24,1,P0010,R4,T1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
69,14.0,0.2597829836606979,0.2576556801795959,0.2076583802700042,0.300444483757019,0.0005246866459517,25,1,P0010,R4,T1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
70,1.0,989.8727223658695,999.999952502551,746.8191990855177,999.999952502551,2461.458965791358,25,1,P0010,R4,R1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
71,2.0,90.09075674418862,2.550642184512413,1.1333676237308463,999.999952502551,69903.56696867863,26,1,P0010,R4,R1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
72,3.0,93.25768099374896,3.105704119518148,1.83068983175482,999.999952502551,75014.63944198277,24,1,P0010,R4,R1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
73,4.0,999.9999525025512,999.999952502551,999.999952502551,999.999952502551,1.1632227364026952e-25,22,1,P0010,R4,R1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
74,5.0,877.1922847741776,999.999952502551,35.70005198033645,999.999952502551,100579.11148557757,23,1,P0010,R4,R1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
75,6.0,6.376612644741521,6.027948291876015,4.910889663225522,9.837917023659411,1.5325387882001915,26,1,P0010,R4,R1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
76,7.0,7.013124343789907,6.98215527656725,5.816446617056301,8.275555124225757,0.4639152694953203,24,1,P0010,R4,R1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
77,8.0,9.576081007769323,9.572188804814049,8.216794820307372,11.156585435230983,0.8061180523780891,21,1,P0010,R4,R1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
78,9.0,7.243853107605486,7.247181722622851,7.019271788691554,7.5324778646236705,0.0168872661485504,24,1,P0010,R4,R1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
79,10.0,5.704024938230998,5.671262187263306,5.384688290194919,6.055421534764492,0.0368554014377141,24,1,P0010,R4,R1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
80,11.0,4.887693024839788,4.85293922644301,4.483643909934623,5.365319525736421,0.0599560193520093,26,1,P0010,R4,R1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
81,12.0,3.742205888614549,3.752862731703072,3.411905111741657,3.886269532729418,0.0125309951312422,23,1,P0010,R4,R1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
82,13.0,3.891790173235736,3.8757899400082674,3.365634003198284,4.552708276361329,0.0941849388687694,24,1,P0010,R4,R1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
83,14.0,3.8805910505355454,3.881148668265188,3.328401931348949,4.815601463806888,0.12676051402036,25,1,P0010,R4,R1,T1mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
84,1.0,0.0010000000474974,0.0010000000474974,0.0010000000474974,0.0010000000474974,0.0,20,1,P0010,R4,T1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
85,2.0,0.3648433578524014,0.3461786955595016,0.0010000000474974,0.849415123462677,0.0768863248243204,18,1,P0010,R4,T1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
86,3.0,0.3762873510683053,0.3757989704608917,0.0051676323637366,0.7827428579330444,0.0422030790009503,19,1,P0010,R4,T1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
87,4.0,0.0010000000474974,0.0010000000474974,0.0010000000474974,0.0010000000474974,0.0,18,1,P0010,R4,T1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
88,5.0,0.0022661816401523,0.0010000000474974,0.0010000000474974,0.0212589055299758,2.4048237383671586e-05,16,1,P0010,R4,T1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
89,6.0,0.1838165894150734,0.1998588293790817,0.0706657171249389,0.2612707018852234,0.0026318291695479,19,1,P0010,R4,T1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
90,7.0,0.1603441979540021,0.1616166234016418,0.1233175918459892,0.1987363845109939,0.0005357763431401,19,1,P0010,R4,T1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
91,8.0,0.0640789249752599,0.0731592699885368,0.0010000000474974,0.1010217741131782,0.0007516915156576,19,1,P0010,R4,T1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
92,9.0,0.103356025285191,0.1074649766087532,0.0793693363666534,0.1149676740169525,0.0001068298260165,18,1,P0010,R4,T1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
93,10.0,0.1504028166333834,0.1500330865383148,0.1361434310674667,0.1656493246555328,5.754359232542885e-05,18,1,P0010,R4,T1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
94,11.0,0.1807787172496318,0.1830754652619362,0.1553583741188049,0.2039307802915573,0.0001351472923581,20,1,P0010,R4,T1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
95,12.0,0.2396579361275622,0.2404373288154602,0.223114863038063,0.255958616733551,8.128572089671218e-05,19,1,P0010,R4,T1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
96,13.0,0.2274277923922789,0.2271091789007187,0.1988455206155777,0.2877737283706665,0.0003809764684533,19,1,P0010,R4,T1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
97,14.0,0.255055646598339,0.248531587421894,0.2133214622735977,0.3176639676094055,0.0007250005831429,20,1,P0010,R4,T1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
98,1.0,999.9999525025512,999.999952502551,999.999952502551,999.999952502551,5.169878828456423e-26,20,1,P0010,R4,R1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
99,2.0,171.72514582111305,2.88868361078135,1.1772806633386246,999.999952502551,137279.92041080742,18,1,P0010,R4,R1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
100,3.0,14.68129580221974,2.6609971782880844,1.277558766413605,193.5122179002913,1835.457347055917,19,1,P0010,R4,R1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
101,4.0,999.9999525025512,999.999952502551,999.999952502551,999.999952502551,1.2924697071141056e-26,18,1,P0010,R4,R1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
102,5.0,940.4398998587712,999.999952502551,47.03911020207323,999.999952502551,53210.99806394743,16,1,P0010,R4,R1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
103,6.0,6.11637895833807,5.003531758425607,3.827447902824181,14.151133543751802,6.681295953758297,19,1,P0010,R4,R1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
104,7.0,6.373080665558998,6.187482320521251,5.031791246784409,8.10914310789409,0.9108889462679228,19,1,P0010,R4,R1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
105,8.0,73.85932455156515,13.668807796423993,9.89885605136636,999.999952502551,48470.813882103954,19,1,P0010,R4,R1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
106,9.0,9.78433937573156,9.30535842166378,8.698097169927482,12.599324194679092,1.1999407514087046,18,1,P0010,R4,R1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
107,10.0,6.665839421226131,6.665209392301646,6.036849242093177,7.34519463891316,0.1144253912246913,18,1,P0010,R4,R1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
108,11.0,5.55560753225593,5.462251966839063,4.903624644451967,6.436730595772614,0.1401040963213414,20,1,P0010,R4,R1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
109,12.0,4.178583930289252,4.159087962449946,3.906881560627375,4.481996342078751,0.0252286732952514,19,1,P0010,R4,R1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
110,13.0,4.426721133588212,4.403168576630504,3.474952371996764,5.02902955472289,0.1221478085877345,19,1,P0010,R4,R1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
111,14.0,3.96205067847877,4.023978636429529,3.1479805768515234,4.687760853230227,0.1560989604559118,20,1,P0010,R4,R1,T2mimics,1,LLRv1,Leiden,20245205,P0010,01,LLRv1,01
112,1.0,1.1454360830156427,1.04738187789917,0.8246936202049255,1.826867938041687,0.0885562570998733,19,9,P0010,R4,T1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
113,2.0,0.810260556246105,0.8105560541152954,0.6547554731369019,0.9706367254257202,0.0082539884056884,19,9,P0010,R4,T1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
114,3.0,0.8653139740228653,0.8632181584835052,0.7634364366531372,0.9950688481330872,0.0029089741859822,20,9,P0010,R4,T1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
115,4.0,1.0493302310214323,1.0444122552871704,0.9730135798454284,1.1710444688796997,0.0031815969433242,17,9,P0010,R4,T1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
116,5.0,1.1435443192720414,1.1343064904212952,0.9405202865600586,1.5254560708999634,0.0248034830302037,20,9,P0010,R4,T1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
117,6.0,0.5503767870721363,0.5586910247802734,0.4532948136329651,0.6571524143218994,0.0039802025705966,21,9,P0010,R4,T1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
118,7.0,0.4845056533813476,0.4898084104061126,0.3590283691883087,0.5718534588813782,0.0034126122123855,18,9,P0010,R4,T1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
119,8.0,1.5064678163755507,1.3623400926589966,0.8130391836166382,2.6206095218658447,0.2526374843729598,21,9,P0010,R4,T1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
120,9.0,0.1176956194011788,0.1176085099577903,0.1154375746846199,0.1194009706377983,1.269395467349806e-06,19,9,P0010,R4,T1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
121,10.0,1.6142947653683626,0.0802972428500652,0.0010000000474974,10.0,10.893368040790058,18,9,P0010,R4,T1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
122,11.0,0.004923384158725,0.0010000000474974,0.0010000000474974,0.0755442976951599,0.0002770729682622,19,9,P0010,R4,T1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
123,12.0,0.0044548316000145,0.0010000000474974,0.0010000000474974,0.0562773048877716,0.000179037915844,16,9,P0010,R4,T1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
124,13.0,0.0010000000474974,0.0010000000474974,0.0010000000474974,0.0010000000474974,0.0,20,9,P0010,R4,T1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
125,14.0,0.0010464751578279,0.0010000000474974,0.0010000000474974,0.0018830271437764,3.88788458441316e-08,19,9,P0010,R4,T1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
126,1.0,0.9246371320391812,0.9547616023353316,0.5473849418321671,1.2125715241394897,0.0419046949033226,19,9,P0010,R4,R1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
127,2.0,1.2504399212884096,1.2337209683684105,1.0302515594198245,1.5272877295840663,0.0213191064312001,19,9,P0010,R4,R1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
128,3.0,1.1600773206095627,1.1584838237972626,1.0049555886270227,1.30986674461589,0.005080334727538,20,9,P0010,R4,R1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
129,4.0,0.9556987061335184,0.9574763173619032,0.8539385365584516,1.027734885425606,0.0025490335566085,17,9,P0010,R4,R1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
130,5.0,0.8901654576508067,0.8815963873041966,0.6555416567387854,1.0632412870725922,0.0132884222249048,20,9,P0010,R4,R1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
131,6.0,1.841319318856313,1.789898093303518,1.5217169992928918,2.2060698025318786,0.045857174420761,21,9,P0010,R4,R1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
132,7.0,2.0961709439537137,2.04176753859979,1.74869974898138,2.785295218483152,0.0729047514712796,18,9,P0010,R4,R1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
133,8.0,0.7390696316405172,0.7340311023572783,0.3815906153344093,1.2299530209007947,0.0582801025885274,21,9,P0010,R4,R1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
134,9.0,8.49727462295639,8.502786068447763,8.375141296241974,8.66269065970972,0.006668532242806,19,9,P0010,R4,R1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
135,10.0,393.6378397563661,12.665445333095526,0.1,999.999952502551,233996.8786029382,18,9,P0010,R4,R1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
136,11.0,948.065049782608,999.999952502551,13.237266484827876,999.999952502551,48550.165801415664,19,9,P0010,R4,R1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
137,12.0,938.610527488132,999.999952502551,17.769152271847478,999.999952502551,56529.92255401454,16,9,P0010,R4,R1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
138,13.0,999.9999525025512,999.999952502551,999.999952502551,999.999952502551,5.169878828456423e-26,20,9,P0010,R4,R1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
139,14.0,975.3188913311138,999.999952502551,531.0597902452414,999.999952502551,10964.786049868178,19,9,P0010,R4,R1,T1mimics,1,CGv1,Leiden,20245205,P0010,09,CGv1,01
