,LabelValue,Mean,Median,Min,Max,Variance,Count,Session,Subject,Acquisition,Quant,Segmentation,Run,Reconstruction,sub,ses,rec,run
132,7.0,4.337276234387214,4.306892657054364,4.060554659010194,4.739642529840973,0.0396198058370585,22,20240214,P0009,R4,R1,T1mimics,1,CGv2,P0009,20240214,CGv2,01
133,8.0,5.423075853765908,5.383726185431507,5.224728151492432,5.960402045737689,0.0283812859926621,22,20240214,P0009,R4,R1,T1mimics,1,CGv2,P0009,20240214,CGv2,01
134,9.0,7.1200565835029614,7.13810558852608,6.965527270070135,7.244681017588864,0.0070668200582498,23,20240214,P0009,R4,R1,T1mimics,1,CGv2,P0009,20240214,CGv2,01
135,10.0,9.536291419029364,9.659964261762433,8.519801224124839,10.191769646008837,0.2370501200833845,24,20240214,P0009,R4,R1,T1mimics,1,CGv2,P0009,20240214,CGv2,01
136,11.0,12.204410502034936,12.21797174584875,10.565246975290664,13.143892510870678,0.5885571226807135,22,20240214,P0009,R4,R1,T1mimics,1,CGv2,P0009,20240214,CGv2,01
137,12.0,15.115411788134002,15.17008506943547,12.550849286641114,16.86630911546951,1.2408382002152256,22,20240214,P0009,R4,R1,T1mimics,1,CGv2,P0009,20240214,CGv2,01
138,13.0,19.741128348764608,19.028828269644563,16.276169384409744,24.05683330395334,5.140570594821559,21,20240214,P0009,R4,R1,T1mimics,1,CGv2,P0009,20240214,CGv2,01
139,14.0,23.680355726466374,23.5424350435597,14.601081729801658,33.08425306973366,18.22178625857387,22,20240214,P0009,R4,R1,T1mimics,1,CGv2,P0009,20240214,CGv2,01
140,1.0,0.5034512368341287,0.5254986584186554,0.2221796214580536,0.701328694820404,0.0126775301628505,24,20240214,P0009,R4,T1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
141,2.0,0.5000076480209827,0.5009188055992126,0.3143313527107239,0.7116312384605408,0.012470601370123,24,20240214,P0009,R4,T1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
142,3.0,0.5209972631931304,0.5139046907424927,0.352824330329895,0.6970690488815308,0.0071513156949368,25,20240214,P0009,R4,T1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
143,4.0,0.473500291054899,0.4621573090553283,0.4013149738311767,0.5343461632728577,0.0016155993269798,22,20240214,P0009,R4,T1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
144,5.0,0.3800216739376386,0.3935043513774872,0.2611870467662811,0.4516950845718384,0.0023558279277844,24,20240214,P0009,R4,T1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
145,6.0,0.3347660986085732,0.3346101343631744,0.2538312673568725,0.3811288177967071,0.001005001092847,24,20240214,P0009,R4,T1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
146,7.0,0.2773243360794507,0.2797787636518478,0.2239845693111419,0.3154663741588592,0.0005937037097666,26,20240214,P0009,R4,T1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
147,8.0,0.2119009741223775,0.2154630497097969,0.1772249042987823,0.230024442076683,0.000179301787221,26,20240214,P0009,R4,T1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
148,9.0,0.1642050519585609,0.1631334200501442,0.1577276289463043,0.1758612841367721,2.2047984144013544e-05,26,20240214,P0009,R4,T1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
149,10.0,0.1194618567824363,0.1190161034464836,0.1110187694430351,0.1321341693401336,2.3887787694986376e-05,26,20240214,P0009,R4,T1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
150,11.0,0.0979362615942955,0.097611203789711,0.0856500789523124,0.112034223973751,4.579624220765908e-05,25,20240214,P0009,R4,T1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
151,12.0,0.0793863073564492,0.0795096270740032,0.0688444897532463,0.0948392674326896,4.415394831186477e-05,26,20240214,P0009,R4,T1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
152,13.0,0.0656452178955078,0.0634010583162307,0.0499169453978538,0.093639425933361,0.0001434626175415,25,20240214,P0009,R4,T1,T2mimics,1,CGv2,P0009,20240214,CGv2,01
