,LabelValue,Mean,Median,Min,Max,Variance,Count,Session,Subject,Acquisition,Quant,Segmentation,Run,Reconstruction,site,date,sub,ses,rec,run
113,2.0,0.4438177440315485,0.437225729227066,0.3521537780761719,0.5370017886161804,0.0026627472146198,16,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
114,3.0,0.4591349549591541,0.4607788920402527,0.3464010059833526,0.5627712607383728,0.0034525369390132,16,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
115,4.0,0.4020496782134561,0.4019317328929901,0.3215299248695373,0.479047954082489,0.0024601261170639,17,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
116,5.0,0.3120091399177909,0.3306735455989837,0.2373321801424026,0.3560835123062134,0.0013630655810238,16,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
117,6.0,0.276016085408628,0.2768847197294235,0.2474014014005661,0.2963668704032898,0.0001850882688743,16,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
118,7.0,0.2280472321435809,0.2295519560575485,0.2043591290712356,0.2445537745952606,0.0001117480508375,16,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
119,8.0,0.1850257275833023,0.185554951429367,0.173213928937912,0.1929499208927154,3.0125866532902555e-05,18,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
120,9.0,0.1424604575423633,0.1421835422515869,0.1409718990325927,0.1442599594593048,1.1947855759424532e-06,17,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
121,10.0,0.1018274226225912,0.1005229242146015,0.0977771878242492,0.109270729124546,1.1352409820313816e-05,16,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
122,11.0,0.0822499659843742,0.0812234356999397,0.0790962427854538,0.0885758474469184,7.196402266394569e-06,16,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
123,12.0,0.0696478170507094,0.0676877498626709,0.060645081102848,0.0929876044392585,5.610379807558636e-05,17,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
124,13.0,0.0564639040214173,0.0553338266909122,0.0476138144731521,0.0691287592053413,4.862198478695695e-05,17,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
125,14.0,0.0448214116040617,0.0430139303207397,0.0371094159781932,0.0609291270375251,4.691722723159595e-05,16,140224,P0001,R4,T1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
126,1.0,2.278028466794737,2.2694766633408925,1.7887837866221763,2.9147291562283053,0.1051045041546797,18,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
127,2.0,2.284554647394755,2.288173577022583,1.8621911904184465,2.8396685262416725,0.0741826112939783,16,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
128,3.0,2.214881202387084,2.1709510664166687,1.776920873123425,2.8868276440515244,0.0849095237904919,16,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
129,4.0,2.526134141255932,2.4879846953170004,2.087473689174354,3.110130419138299,0.1003066216042752,17,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
130,5.0,3.254322358949861,3.024458574257636,2.808329971594,4.213503619273147,0.1754104225856835,16,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
131,6.0,3.632102553987741,3.6117928733361806,3.374196308241947,4.042014290698807,0.0343911910885179,16,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
132,7.0,4.394767130906159,4.356381930873022,4.089080210088811,4.893346358172329,0.044023013859473,16,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
133,8.0,5.409498232287911,5.389271231225164,5.1826919408587,5.7732077675949895,0.0266975753169583,18,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
134,9.0,7.0199038196877,7.033162799042862,6.931930410545389,7.093612321763499,0.0028850451036919,17,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
135,10.0,9.830947683834369,9.94798514804168,9.151581654225136,10.227334435077651,0.0991058001936665,16,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
136,11.0,12.17063612672952,12.311812574314448,11.289759328571792,12.642825560152968,0.1488382175096081,16,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
137,12.0,14.5014211988505,14.773722010686749,10.75412154157838,16.489383505054583,1.814016315327784,17,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
138,13.0,17.96935879236154,18.072128023710945,14.465759424808734,21.00230807098781,4.450645020237511,17,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
139,14.0,22.781571869585207,23.25888089830859,16.412511529733845,26.94733866433341,9.687679516703874,16,140224,P0001,R4,R1,T1mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
140,1.0,0.5360447934695652,0.5611226558685303,0.3288198709487915,0.7069128155708313,0.012851540828857,21,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
141,2.0,0.5189112382275718,0.5408487915992737,0.3368205428123474,0.691985011100769,0.0100966502558151,21,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
142,3.0,0.4980719784895579,0.5119697451591492,0.3434556722640991,0.6641388535499573,0.008065649608973,21,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
143,4.0,0.4371041130451929,0.4423117041587829,0.3333644866943359,0.5099695920944214,0.0030071153967165,21,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
144,5.0,0.3558875024318695,0.3607651591300964,0.2904286384582519,0.404473215341568,0.0010800836207558,22,140224,P0001,R4,T1,T2mimics,1,CGv1,UBC,20243505,P0001,140224,CGv1,01
