,Unnamed: 0,SegId,Mean,Min,Max,Variance,Count,Volume,x,y,z,StructName,sub,ses,run,acq,rec,site,side,StructNameNoSide
27,22,49,0.298860915,0.259851336,0.384944946,0.000530722,266,5732.758301,81.7387218,112.4718045,-93.41457579,Right-Thalamus,TeTolj,1,1,R4,LLRv1,Tommies,Right,Thalamus
28,4,50,0.310277021,0.255843759,0.391194135,0.000804577,133,2866.37915,81.86090226,86.33458647,-85.35131432,Right-Caudate,TeTolj,1,1,R4,LLRv1,Tommies,Right,Caudate
29,12,51,0.29537891,0.260406941,0.340037942,0.000240658,279,6012.930664,71.06630824,91.23655914,-96.76183896,Right-Putamen,TeTolj,1,1,R4,LLRv1,Tommies,Right,Putamen
30,1,52,0.267584792,0.251547307,0.29006964,7.44E-05,69,1487.06897,75.18115942,97.82608696,-96.55172896,Right-Pallidum,TeTolj,1,1,R4,LLRv1,Tommies,Right,Pallidum
31,37,53,0.342466463,0.294393331,0.412252724,0.000345525,195,4202.585938,68.53846154,113.7692308,-112.9089347,Right-Hippocampus,TeTolj,1,1,R4,LLRv1,Tommies,Right,Hippocampus
32,0,54,0.341154453,0.29611668,0.369609326,0.000346999,78,1681.034424,72.40384615,96.79487179,-113.2183954,Right-Amygdala,TeTolj,1,1,R4,LLRv1,Tommies,Right,Amygdala
33,25,58,0.345437699,0.300081491,0.417047501,0.000816489,32,689.6551514,87.421875,81.171875,-99.56897029,Head-ExtraCerebral,TeTolj,1,1,R4,LLRv1,Tommies,,None
34,17,60,0.290861336,0.261887282,0.353144467,0.00023802,169,3642.241211,81.65680473,108.964497,-106.7333244,Right-VentralDC,TeTolj,1,1,R4,LLRv1,Tommies,Right,VentralDC
35,21,62,0.315930516,0.312340349,0.321604669,2.47E-05,3,64.65516663,69.16666667,91.66666667,-103.4482806,,TeTolj,1,1,R4,LLRv1,Tommies,,None
36,30,63,0.35487835,0.252453119,0.805309892,0.006427218,71,1530.172363,69.8943662,124.1197183,-100.0971393,Right-choroid-plexus,TeTolj,1,1,R4,LLRv1,Tommies,Right,choroid-plexus
37,31,77,0.295173784,0.242896885,0.516633868,0.00150685,119,2564.655029,98.82352941,127.9411765,-87.10519189,WM-hypointensities,TeTolj,1,1,R4,LLRv1,Tommies,,None
38,33,165,0.032011974,0,0.987910092,0.009466447,20743,447047.4063,92.00621897,115.0512221,-96.25732138,,TeTolj,1,1,R4,LLRv1,Tommies,,None
39,3,258,0.001615408,0,0.715694189,0.000510304,57152,1231724.125,92.93681761,109.2576375,-110.9372029,,TeTolj,1,1,R4,LLRv1,Tommies,,None
40,27,259,0,0,0,0,721,15538.79297,100.1421637,30.42995839,-125.8262036,,TeTolj,1,1,R4,LLRv1,Tommies,,None
