;Unnamed: 0;SegId;Mean;Min;Max;Variance;Count;Volume;x;y;z;StructName;sub;ses;run;acq;rec;side;StructNameNoSide
0;25;0;6.37E-05;0;0.373581082;2.09E-05;208619;4496099;0;0;0;Unknown;nm5AYk;1;1;R4;CGv1;;None
1;34;2;0.278193156;0.216886416;0.443890214;0.000791783;14251;307133.625;119.2937338;106.6981264;-82.26356068;Left-Cerebral-White-Matter;nm5AYk;1;1;R4;CGv1;Left;Cerebral-White-Matter
2;18;3;0.330260066;0;10;0.008788859;12770;275215.5;123.5747847;108.8191073;-88.91907713;Left-Cerebral-Cortex;nm5AYk;1;1;R4;CGv1;Left;Cerebral-Cortex
3;3;4;0.418937095;0.250719637;5.326366901;0.078407868;744;16034.48242;103.7231183;102.5369624;-87.62050924;Left-Lateral-Ventricle;nm5AYk;1;1;R4;CGv1;Left;Lateral-Ventricle
4;5;5;0.332975561;0.273588926;0.39565742;0.002580757;6;129.3103333;119.1666667;99.16666667;-120.6896596;Left-Inf-Lat-Vent;nm5AYk;1;1;R4;CGv1;Left;Inf-Lat-Vent
5;11;7;0.30646017;0.243587866;0.465533316;0.000846005;1001;21573.27539;107.8321678;138.5814186;-134.0831624;Left-Cerebellum-White-Matter;nm5AYk;1;1;R4;CGv1;Left;Cerebellum-White-Matter
6;14;8;0.32937277;0;0.608870149;0.002636893;2752;59310.34375;110.7385538;148.0968387;-136.5301766;Left-Cerebellum-Cortex;nm5AYk;1;1;R4;CGv1;Left;Cerebellum-Cortex
7;1;10;0.289098741;0.238776684;0.391551763;0.000560844;367;7909.482422;101.239782;106.2125341;-94.96383084;Left-Thalamus;nm5AYk;1;1;R4;CGv1;Left;Thalamus
8;39;11;0.30070555;0.247737139;0.367063671;0.000600375;183;3943.965332;105.6557377;76.20218579;-94.1398202;Left-Caudate;nm5AYk;1;1;R4;CGv1;Left;Caudate
9;38;12;0.296629445;0.238140434;0.38062802;0.000763671;366;7887.930664;116.2568306;87.35655738;-102.1198465;Left-Putamen;nm5AYk;1;1;R4;CGv1;Left;Putamen
10;16;13;0.263063866;0.236662284;0.315272272;0.000261114;79;1702.586182;109.4936709;92.12025316;-102.5752994;Left-Pallidum;nm5AYk;1;1;R4;CGv1;Left;Pallidum
11;30;14;0.451558084;0.288852632;1.028179049;0.02151326;75;1616.379272;90.23333333;96.16666667;-103.6781656;3rd-Ventricle;nm5AYk;1;1;R4;CGv1;;None
12;13;15;0.471699006;0.279119164;0.980587661;0.023921952;134;2887.930908;88.33955224;128.0970149;-130.648486;4th-Ventricle;nm5AYk;1;1;R4;CGv1;;None
13;17;16;0.271115297;0;0.415711939;0.007047029;945;20366.37891;88.27777778;113.3915344;-130.4251092;Brain-Stem;nm5AYk;1;1;R4;CGv1;;None
14;7;17;0.340147123;0.262680739;0.428740889;0.001061326;257;5538.792969;114.8735409;112.2762646;-113.9272821;Left-Hippocampus;nm5AYk;1;1;R4;CGv1;Left;Hippocampus
15;26;18;0.367924692;0.27891165;0.452683866;0.001225597;79;1702.586182;112.5;94.46202532;-118.5945047;Left-Amygdala;nm5AYk;1;1;R4;CGv1;Left;Amygdala
16;20;24;0.360736975;0;1.250254989;0.020554297;22691;489030.1563;87.9751884;101.8631836;-84.34454996;CSF;nm5AYk;1;1;R4;CGv1;;None
17;10;26;0.329604644;0.28453666;0.391437143;0.000530611;43;926.7241211;101.8023256;75.40697674;-109.3023302;Left-Accumbens-area;nm5AYk;1;1;R4;CGv1;Left;Accumbens-area
18;36;28;0.284837149;0.247897118;0.392356426;0.000528931;222;4784.482422;100.8333333;103.6373874;-109.3041363;Left-VentralDC;nm5AYk;1;1;R4;CGv1;Left;VentralDC
19;0;30;0.355350569;0.340652704;0.384923428;0.000416827;4;86.20689392;118.75;88.75;-110.3448322;Left-vessel;nm5AYk;1;1;R4;CGv1;Left;vessel
20;32;31;0.333380732;0.281219274;0.40343526;0.001208443;46;991.3792725;109.1304348;115.5434783;-96.40180393;Left-choroid-plexus;nm5AYk;1;1;R4;CGv1;Left;choroid-plexus
21;37;41;0.277717189;0.2039202;0.425901502;0.000755826;13434;289525.8438;65.22647759;105.8478487;-78.63476099;Right-Cerebral-White-Matter;nm5AYk;1;1;R4;CGv1;Right;Cerebral-White-Matter
22;15;42;0.32489633;0;0.554781079;0.001759864;12370;266594.8125;60.11034762;109.1115602;-85.37479943;Right-Cerebral-Cortex;nm5AYk;1;1;R4;CGv1;Right;Cerebral-Cortex
23;31;43;0.407095381;0.255653203;3.178854942;0.031738024;656;14137.93066;78.33841463;99.44740854;-85.52355421;Right-Lateral-Ventricle;nm5AYk;1;1;R4;CGv1;Right;Lateral-Ventricle
24;6;44;0.338054248;0.299527228;0.37195304;0.000606027;11;237.0689545;58.86363636;93.86363636;-118.1818226;Right-Inf-Lat-Vent;nm5AYk;1;1;R4;CGv1;Right;Inf-Lat-Vent
25;12;46;0.305812238;0.235554695;0.413192987;0.000788423;1122;24181.0332;68.46256684;138.4157754;-131.3848466;Right-Cerebellum-White-Matter;nm5AYk;1;1;R4;CGv1;Right;Cerebellum-White-Matter
26;23;47;0.328431653;0;0.637716234;0.002164294;2532;54568.96484;66.12756714;146.8058847;-133.9815916;Right-Cerebellum-Cortex;nm5AYk;1;1;R4;CGv1;Right;Cerebellum-Cortex
27;2;49;0.293399605;0.233632475;0.365775108;0.000571109;352;7586.206543;79.54545455;104.6732955;-93.87735597;Right-Thalamus;nm5AYk;1;1;R4;CGv1;Right;Thalamus
28;29;50;0.318372914;0.249635577;0.435677916;0.001246792;142;3060.344727;77.78169014;74.01408451;-91.79213701;Right-Caudate;nm5AYk;1;1;R4;CGv1;Right;Caudate
29;8;51;0.291000861;0.240061924;0.374105752;0.000590714;330;7112.068848;65.86363636;85.07575758;-98.5475492;Right-Putamen;nm5AYk;1;1;R4;CGv1;Right;Putamen
30;28;52;0.25882918;0.221093729;0.302314103;0.000265053;83;1788.793091;70.69277108;88.91566265;-99.8338228;Right-Pallidum;nm5AYk;1;1;R4;CGv1;Right;Pallidum
31;21;53;0.326881726;0.267132431;0.407651454;0.000871706;244;5258.620605;63.37090164;108.0122951;-111.0514461;Right-Hippocampus;nm5AYk;1;1;R4;CGv1;Right;Hippocampus
32;35;54;0.354717049;0.270079345;0.420707077;0.001148252;74;1594.827515;66.25;89.96621622;-116.7288023;Right-Amygdala;nm5AYk;1;1;R4;CGv1;Right;Amygdala
33;9;58;0.351838358;0.30885613;0.434284061;0.001111111;26;560.3447876;82.11538462;72.98076923;-107.2944344;Head-ExtraCerebral;nm5AYk;1;1;R4;CGv1;;None
34;33;60;0.285722089;0.225961789;0.398533374;0.000667029;220;4741.379395;77.85227273;101.8636364;-108.4169325;Right-VentralDC;nm5AYk;1;1;R4;CGv1;Right;VentralDC
35;4;63;0.340689774;0.274746835;0.430200398;0.001154169;58;1250;74.65517241;106.25;-93.28181225;Right-choroid-plexus;nm5AYk;1;1;R4;CGv1;Right;choroid-plexus
36;27;77;0.27880987;0.24457626;0.336242497;0.000497843;29;625;102.5862069;97.67241379;-83.94768637;WM-hypointensities;nm5AYk;1;1;R4;CGv1;;None
37;24;165;0.055240771;0;0.60916853;0.014627714;16633;358469.8125;94.27418385;106.9823544;-93.05556332;;nm5AYk;1;1;R4;CGv1;;None
38;22;258;0.004135234;0;10;0.005100054;52601;1133642.25;90.92298626;100.8870079;-110.9584301;;nm5AYk;1;1;R4;CGv1;;None
39;19;259;0;0;0;0;937;20193.96484;95.19210245;25.46958378;-138.2364889;;nm5AYk;1;1;R4;CGv1;;None
40;25;0;5.91E-05;0;0.422102571;1.98E-05;207243;4466444;0;0;0;Unknown;nm5AYk;1;2;R4;CGv1;;None
41;20;2;0.278522495;0.215512663;0.410356909;0.000821629;14385;310021.5313;119.4814042;108.0347584;-82.14567884;Left-Cerebral-White-Matter;nm5AYk;1;2;R4;CGv1;Left;Cerebral-White-Matter
42;35;3;0.330752745;0;0.557085335;0.001430684;12912;278275.8438;123.8138941;110.6559789;-88.40373525;Left-Cerebral-Cortex;nm5AYk;1;2;R4;CGv1;Left;Cerebral-Cortex
43;37;4;0.43454134;0.250536025;10;0.224874013;731;15754.30957;103.8337893;103.7277702;-87.03241217;Left-Lateral-Ventricle;nm5AYk;1;2;R4;CGv1;Left;Lateral-Ventricle
44;36;5;0.362853162;0.324788302;0.465014875;0.002044065;8;172.4137878;119.375;100.3125;-121.1206941;Left-Inf-Lat-Vent;nm5AYk;1;2;R4;CGv1;Left;Inf-Lat-Vent
45;15;7;0.303915198;0.235933781;0.412179947;0.000758692;1082;23318.96484;108.9140481;140.4875231;-133.5649223;Left-Cerebellum-White-Matter;nm5AYk;1;2;R4;CGv1;Left;Cerebellum-White-Matter
46;16;8;0.329696112;0;0.578219473;0.002288781;2815;60668.10156;112.0204263;150.2015986;-135.8963721;Left-Cerebellum-Cortex;nm5AYk;1;2;R4;CGv1;Left;Cerebellum-Cortex
47;10;10;0.2884176;0.235800967;0.357561797;0.000497871;369;7952.585938;101.8699187;107.8726287;-94.50519129;Left-Thalamus;nm5AYk;1;2;R4;CGv1;Left;Thalamus
48;22;11;0.304985232;0.244932383;0.430683345;0.000992897;169;3642.241211;105.3994083;78.15088757;-94.1644611;Left-Caudate;nm5AYk;1;2;R4;CGv1;Left;Caudate
49;27;12;0.293609236;0.243262604;0.365853518;0.000717879;362;7801.724121;116.2016575;89.27486188;-101.6574633;Left-Putamen;nm5AYk;1;2;R4;CGv1;Left;Putamen
50;34;13;0.262613514;0.236935884;0.304418087;0.000209056;81;1745.689575;109.5061728;93.51851852;-102.3414266;Left-Pallidum;nm5AYk;1;2;R4;CGv1;Left;Pallidum
51;7;14;0.439519695;0.314191699;0.786337733;0.01472409;78;1681.034424;90.54487179;97.33974359;-103.4040719;3rd-Ventricle;nm5AYk;1;2;R4;CGv1;;None
52;12;15;0.442729617;0.291412592;0.884826839;0.015274932;152;3275.862061;89.11184211;130.7730263;-130.7168827;4th-Ventricle;nm5AYk;1;2;R4;CGv1;;None
53;32;16;0.284234976;0;0.422030658;0.004657047;931;20064.6543;88.50429646;115.5263158;-130.2714958;Brain-Stem;nm5AYk;1;2;R4;CGv1;;None
54;1;17;0.340976717;0.264920771;0.44902125;0.001052573;269;5797.413574;115.1579926;113.9776952;-113.5239117;Left-Hippocampus;nm5AYk;1;2;R4;CGv1;Left;Hippocampus
55;18;18;0.369709326;0.283385098;0.478881955;0.001692966;86;1853.448242;112.5872093;95.37790698;-118.5244632;Left-Amygdala;nm5AYk;1;2;R4;CGv1;Left;Amygdala
56;31;24;0.362180782;0;10;0.024457181;22808;491551.7188;87.85623465;103.2086329;-84.50302272;CSF;nm5AYk;1;2;R4;CGv1;;None
57;24;26;0.334943186;0.272162139;0.410351932;0.000796645;42;905.1723633;101.6071429;76.36904762;-108.8669997;Left-Accumbens-area;nm5AYk;1;2;R4;CGv1;Left;Accumbens-area
58;11;28;0.284202998;0.23190327;0.417657733;0.000678777;215;4633.620605;101.2790698;105.4534884;-109.0938298;Left-VentralDC;nm5AYk;1;2;R4;CGv1;Left;VentralDC
59;9;30;0.345960766;0.345960766;0.345960766;0;1;21.55172348;117.5;90;-110.3448322;Left-vessel;nm5AYk;1;2;R4;CGv1;Left;vessel
60;19;31;0.328166749;0.280507714;0.412650228;0.001214958;40;862.0689697;108.875;115.6875;-95.60345312;Left-choroid-plexus;nm5AYk;1;2;R4;CGv1;Left;choroid-plexus
61;28;41;0.27783698;0.205122024;0.418934047;0.000769874;13272;286034.4688;65.210217;107.5981389;-78.69666493;Right-Cerebral-White-Matter;nm5AYk;1;2;R4;CGv1;Right;Cerebral-White-Matter
62;33;42;0.325049381;0;0.554328322;0.001659039;12295;264978.4375;60.28304189;110.8159821;-85.21154321;Right-Cerebral-Cortex;nm5AYk;1;2;R4;CGv1;Right;Cerebral-Cortex
63;8;43;0.40479378;0.227918893;3.311223984;0.036162709;649;13987.06836;78.10477658;101.4291217;-85.25583627;Right-Lateral-Ventricle;nm5AYk;1;2;R4;CGv1;Right;Lateral-Ventricle
64;13;44;0.335650951;0.285357744;0.396925926;0.000687073;16;344.8275757;59.375;99.0625;-115.0862114;Right-Inf-Lat-Vent;nm5AYk;1;2;R4;CGv1;Right;Inf-Lat-Vent
65;0;46;0.306372039;0.234825417;0.405145794;0.000722159;1151;24806.0332;68.70330148;140.5299739;-130.9116553;Right-Cerebellum-White-Matter;nm5AYk;1;2;R4;CGv1;Right;Cerebellum-White-Matter
66;4;47;0.329536418;0;0.610570848;0.00204841;2535;54633.61719;66.67455621;149.1666667;-133.5877074;Right-Cerebellum-Cortex;nm5AYk;1;2;R4;CGv1;Right;Cerebellum-Cortex
67;29;49;0.295812342;0.234030694;0.38374114;0.000661208;351;7564.654785;80.17094017;105.6481481;-93.46694662;Right-Thalamus;nm5AYk;1;2;R4;CGv1;Right;Thalamus
68;3;50;0.310512694;0.246748343;0.41544205;0.000784431;158;3405.172363;77.23101266;76.25;-90.76822841;Right-Caudate;nm5AYk;1;2;R4;CGv1;Right;Caudate
69;39;51;0.29277051;0.242459789;0.400617808;0.000599363;351;7564.654785;65.37037037;86.53133903;-98.62462411;Right-Putamen;nm5AYk;1;2;R4;CGv1;Right;Putamen
70;2;52;0.26341594;0.221045658;0.301408321;0.000209359;92;1982.758545;70.32608696;91.00543478;-99.47526715;Right-Pallidum;nm5AYk;1;2;R4;CGv1;Right;Pallidum
71;30;53;0.32539659;0.266487658;0.401656777;0.000762446;251;5409.482422;63.8247012;109.8804781;-110.7981912;Right-Hippocampus;nm5AYk;1;2;R4;CGv1;Right;Hippocampus
72;6;54;0.354112177;0.280839235;0.423312604;0.000930109;80;1724.137939;65.71875;92.6875;-116.3362114;Right-Amygdala;nm5AYk;1;2;R4;CGv1;Right;Amygdala
73;26;58;0.348180829;0.29864639;0.429259747;0.0010982;28;603.4482422;82.41071429;75.625;-107.0197091;Head-ExtraCerebral;nm5AYk;1;2;R4;CGv1;;None
74;21;60;0.286455408;0.235549733;0.418361843;0.000750641;208;4482.758301;78.16105769;103.9663462;-108.2393946;Right-VentralDC;nm5AYk;1;2;R4;CGv1;Right;VentralDC
75;38;63;0.335272708;0.26426506;0.413565874;0.001057639;59;1271.551636;75;108.3050847;-92.16832752;Right-choroid-plexus;nm5AYk;1;2;R4;CGv1;Right;choroid-plexus
76;17;77;0.282743619;0.255423605;0.328993589;0.000456858;21;452.5861816;93.33333333;87.85714286;-87.0279196;WM-hypointensities;nm5AYk;1;2;R4;CGv1;;None
77;5;165;0.052700096;0;0.631373346;0.014298367;16864;363448.25;94.09214896;109.126097;-92.73907772;;nm5AYk;1;2;R4;CGv1;;None
78;23;258;0.003540033;0;1.736602426;0.001100886;53368;1150172.375;90.9598917;102.3108885;-110.9987821;;nm5AYk;1;2;R4;CGv1;;None
79;14;259;0;0;0;0;960;20689.6543;94.8984375;27.88541667;-138.8900903;;nm5AYk;1;2;R4;CGv1;;None
80;29;0;3.52E-05;0;0.379086554;1.13E-05;208295;4489116;0;0;0;Unknown;nm5AYk;1;1;R4;LLRv1;;None
81;15;2;0.27775786;0.21549131;0.468930036;0.00076938;14234;306767.2188;119.2403752;106.6211184;-82.32401799;Left-Cerebral-White-Matter;nm5AYk;1;1;R4;LLRv1;Left;Cerebral-White-Matter
82;21;3;0.328447113;0;0.600349247;0.001781063;12780;275431.0313;123.6071987;108.8378326;-88.90697166;Left-Cerebral-Cortex;nm5AYk;1;1;R4;LLRv1;Left;Cerebral-Cortex
83;6;4;0.486905449;0.252460301;10;0.579008414;742;15991.37891;103.7297844;102.4966307;-87.60573041;Left-Lateral-Ventricle;nm5AYk;1;1;R4;LLRv1;Left;Lateral-Ventricle
84;36;5;0.333182966;0.265774667;0.384626776;0.001962358;6;129.3103333;119.1666667;99.16666667;-120.6896596;Left-Inf-Lat-Vent;nm5AYk;1;1;R4;LLRv1;Left;Inf-Lat-Vent
85;14;7;0.304078642;0.237439781;0.460880488;0.00077004;1001;21573.27539;107.8946054;138.5989011;-134.0934969;Left-Cerebellum-White-Matter;nm5AYk;1;1;R4;LLRv1;Left;Cerebellum-White-Matter
86;11;8;0.319787798;0;0.721090198;0.005289441;2776;59827.58594;110.8690562;148.0853746;-136.6950752;Left-Cerebellum-Cortex;nm5AYk;1;1;R4;LLRv1;Left;Cerebellum-Cortex
87;4;10;0.289272485;0.23835893;0.38552025;0.000571202;368;7931.03418;101.2092391;106.2839674;-94.98688641;Left-Thalamus;nm5AYk;1;1;R4;LLRv1;Left;Thalamus
88;39;11;0.300040077;0.248821512;0.376239449;0.000636916;185;3987.068848;105.6081081;76.16216216;-94.24045221;Left-Caudate;nm5AYk;1;1;R4;LLRv1;Left;Caudate
89;32;12;0.295908855;0.241925076;0.371497989;0.000686442;367;7909.482422;116.23297;87.34332425;-102.1798412;Left-Putamen;nm5AYk;1;1;R4;LLRv1;Left;Putamen
90;20;13;0.263709036;0.23797369;0.308156788;0.000138057;79;1702.586182;109.4936709;92.12025316;-102.5752994;Left-Pallidum;nm5AYk;1;1;R4;LLRv1;Left;Pallidum
91;38;14;0.455123814;0.268670797;1.012623787;0.024714936;73;1573.275757;90.17123288;95.51369863;-104.0623571;3rd-Ventricle;nm5AYk;1;1;R4;LLRv1;;None
92;30;15;0.881762393;0.258657038;10;3.411704312;144;3103.448242;88.48958333;128.0902778;-130.7710771;4th-Ventricle;nm5AYk;1;1;R4;LLRv1;;None
93;18;16;0.280142954;0;0.457677454;0.004825331;951;20495.68945;88.31756046;113.3017876;-130.6138771;Brain-Stem;nm5AYk;1;1;R4;LLRv1;;None
94;13;17;0.337179767;0.270266742;0.448611319;0.000964689;256;5517.241211;114.7753906;112.3046875;-113.9143364;Left-Hippocampus;nm5AYk;1;1;R4;LLRv1;Left;Hippocampus
95;2;18;0.366399007;0.288091779;0.445900142;0.001175876;75;1616.379272;112.4333333;94.53333333;-118.8046022;Left-Amygdala;nm5AYk;1;1;R4;LLRv1;Left;Amygdala
96;23;24;0.377382354;0;10;0.07154263;22838;492198.25;87.87492337;101.8100315;-84.44048686;CSF;nm5AYk;1;1;R4;LLRv1;;None
97;25;26;0.331329307;0.277605772;0.38864243;0.000493943;44;948.2758179;101.7613636;75.28409091;-109.3260234;Left-Accumbens-area;nm5AYk;1;1;R4;LLRv1;Left;Accumbens-area
98;34;28;0.285819775;0.248097196;0.402083755;0.0005642;223;4806.03418;100.8071749;103.6098655;-109.3551925;Left-VentralDC;nm5AYk;1;1;R4;LLRv1;Left;VentralDC
99;35;30;0.350096941;0.339053929;0.37622124;0.000306537;4;86.20689392;118.75;88.75;-110.3448322;Left-vessel;nm5AYk;1;1;R4;LLRv1;Left;vessel
100;16;31;0.329885064;0.274335951;0.445055157;0.001350427;47;1012.93103;109.3617021;115.8510638;-96.47836139;Left-choroid-plexus;nm5AYk;1;1;R4;LLRv1;Left;choroid-plexus
101;31;41;0.277464212;0.202064499;0.447425634;0.000730434;13441;289676.7188;65.23528755;105.8010937;-78.68950124;Right-Cerebral-White-Matter;nm5AYk;1;1;R4;LLRv1;Right;Cerebral-White-Matter
102;19;42;0.325246179;0;0.56367445;0.001669419;12329;265711.1875;60.1050369;109.1213805;-85.30630555;Right-Cerebral-Cortex;nm5AYk;1;1;R4;LLRv1;Right;Cerebral-Cortex
103;37;43;0.447587998;0.240971059;10;0.271550289;658;14181.03418;78.35866261;99.31610942;-85.54659342;Right-Lateral-Ventricle;nm5AYk;1;1;R4;LLRv1;Right;Lateral-Ventricle
104;1;44;0.336096495;0.299297541;0.369758159;0.000547963;11;237.0689545;58.86363636;93.86363636;-118.1818226;Right-Inf-Lat-Vent;nm5AYk;1;1;R4;LLRv1;Right;Inf-Lat-Vent
105;12;46;0.305602785;0.194987953;0.436522484;0.000766721;1133;24418.10352;68.43336275;138.413504;-131.4331844;Right-Cerebellum-White-Matter;nm5AYk;1;1;R4;LLRv1;Right;Cerebellum-White-Matter
106;26;47;0.325420861;0;0.644710243;0.003011734;2548;54913.79297;66.08712716;146.8651884;-134.2053309;Right-Cerebellum-Cortex;nm5AYk;1;1;R4;LLRv1;Right;Cerebellum-Cortex
107;28;49;0.292323717;0.240802586;0.369899154;0.000503748;351;7564.654785;79.56552707;104.5940171;-93.82061593;Right-Thalamus;nm5AYk;1;1;R4;LLRv1;Right;Thalamus
108;10;50;0.321003212;0.250176013;0.440272808;0.001504878;142;3060.344727;77.79929577;74.06690141;-92.0106897;Right-Caudate;nm5AYk;1;1;R4;LLRv1;Right;Caudate
109;7;51;0.291871287;0.244213179;0.389479488;0.000605764;332;7155.172363;66.00150602;84.84186747;-98.66016266;Right-Putamen;nm5AYk;1;1;R4;LLRv1;Right;Putamen
110;33;52;0.259663805;0.222202972;0.302464604;0.000243621;81;1745.689575;70.67901235;88.95061728;-99.91486216;Right-Pallidum;nm5AYk;1;1;R4;LLRv1;Right;Pallidum
111;9;53;0.325043222;0.26859805;0.408398449;0.000776277;252;5431.03418;63.34325397;108.0555556;-111.0016466;Right-Hippocampus;nm5AYk;1;1;R4;LLRv1;Right;Hippocampus
112;0;54;0.360805852;0.275633067;0.435902923;0.001171737;73;1573.275757;66.19863014;89.7260274;-117.1469105;Right-Amygdala;nm5AYk;1;1;R4;LLRv1;Right;Amygdala
113;8;58;0.359812965;0.306364834;0.454457909;0.001647026;25;538.7930908;82.3;73.3;-107.3103495;Head-ExtraCerebral;nm5AYk;1;1;R4;LLRv1;;None
114;17;60;0.285075378;0.226706162;0.405558169;0.000671614;220;4741.379395;77.96590909;101.7159091;-108.4639545;Right-VentralDC;nm5AYk;1;1;R4;LLRv1;Right;VentralDC
115;5;63;0.337179182;0.274342984;0.429819643;0.001051912;58;1250;74.9137931;106.1637931;-93.04400013;Right-choroid-plexus;nm5AYk;1;1;R4;LLRv1;Right;choroid-plexus
116;3;77;0.277080613;0.243186787;0.336112916;0.000521044;28;603.4482422;101.25;96.78571429;-85.22167989;WM-hypointensities;nm5AYk;1;1;R4;LLRv1;;None
117;27;165;0.056665677;0;10;0.021563576;16685;359590.5;94.14519029;106.8438717;-93.16669394;;nm5AYk;1;1;R4;LLRv1;;None
118;24;258;0.004108709;0;10;0.007099787;52697;1135711.125;90.86513464;100.9652827;-111.1691937;;nm5AYk;1;1;R4;LLRv1;;None
119;22;259;0;0;0;0;936;20172.41406;95.19497863;25.76121795;-138.3989136;;nm5AYk;1;1;R4;LLRv1;;None
120;24;0;4.05E-05;0;0.538023233;1.40E-05;208341;4490107.5;0;0;0;Unknown;nm5AYk;1;2;R4;LLRv1;;None
121;15;2;0.278439339;0.213527694;0.422953129;0.000796533;14374;309784.4688;119.4766592;107.9942953;-82.16248234;Left-Cerebral-White-Matter;nm5AYk;1;2;R4;LLRv1;Left;Cerebral-White-Matter
122;19;3;0.33048025;0;0.632488191;0.001560684;12878;277543.0938;123.7628125;110.6932365;-88.35062698;Left-Cerebral-Cortex;nm5AYk;1;2;R4;LLRv1;Left;Cerebral-Cortex
123;7;4;0.50815666;0.247695118;10;0.864665937;731;15754.30957;103.7106703;103.4131327;-87.03712938;Left-Lateral-Ventricle;nm5AYk;1;2;R4;LLRv1;Left;Lateral-Ventricle
124;35;5;0.344256586;0.286593437;0.417869925;0.001674764;9;193.9655151;120;99.72222222;-121.0728014;Left-Inf-Lat-Vent;nm5AYk;1;2;R4;LLRv1;Left;Inf-Lat-Vent
125;38;7;0.301341728;0.224332005;0.409395307;0.000776716;1078;23232.75781;108.8613173;140.3780148;-133.6574797;Left-Cerebellum-White-Matter;nm5AYk;1;2;R4;LLRv1;Left;Cerebellum-White-Matter
126;37;8;0.32702549;0;0.527557433;0.002728945;2801;60366.37891;112.0733667;150.127633;-136.0400884;Left-Cerebellum-Cortex;nm5AYk;1;2;R4;LLRv1;Left;Cerebellum-Cortex
127;6;10;0.288335383;0.240474582;0.357661933;0.00047423;371;7995.689453;101.8463612;107.7897574;-94.54410747;Left-Thalamus;nm5AYk;1;2;R4;LLRv1;Left;Thalamus
128;39;11;0.305699218;0.248486996;0.441817135;0.001133929;167;3599.137939;105.3443114;78.17365269;-94.25976121;Left-Caudate;nm5AYk;1;2;R4;LLRv1;Left;Caudate
129;12;12;0.292838601;0.241014048;0.36852774;0.000647638;360;7758.620605;116.1875;89.20833333;-101.6092001;Left-Putamen;nm5AYk;1;2;R4;LLRv1;Left;Putamen
130;2;13;0.263350141;0.236906499;0.292398691;0.000154546;85;1831.896484;109.4411765;93.41176471;-102.3529459;Left-Pallidum;nm5AYk;1;2;R4;LLRv1;Left;Pallidum
131;10;14;0.443288016;0.299474627;1.146572948;0.023263022;79;1702.586182;90.63291139;97.5;-103.4482806;3rd-Ventricle;nm5AYk;1;2;R4;LLRv1;;None
132;32;15;0.474452398;0.297358096;1.576882482;0.035192067;150;3232.758545;89.16666667;130.6166667;-130.8275905;4th-Ventricle;nm5AYk;1;2;R4;LLRv1;;None
133;36;16;0.279472292;0;0.449732214;0.005649225;931;20064.6543;88.57411386;115.4511278;-130.2974227;Brain-Stem;nm5AYk;1;2;R4;LLRv1;;None
134;33;17;0.33851214;0.267259389;0.409262061;0.000882716;271;5840.51709;115.2767528;113.6346863;-113.793108;Left-Hippocampus;nm5AYk;1;2;R4;LLRv1;Left;Hippocampus
135;28;18;0.368445578;0.293381929;0.49866274;0.00186956;86;1853.448242;112.4709302;95.26162791;-118.5244632;Left-Amygdala;nm5AYk;1;2;R4;LLRv1;Left;Amygdala
136;20;24;0.375687244;0;10;0.07233056;22734;489956.875;87.85893376;103.3454298;-84.53934;CSF;nm5AYk;1;2;R4;LLRv1;;None
137;23;26;0.335463678;0.27392301;0.386774659;0.000752456;40;862.0689697;101.4375;76.3125;-108.7069012;Left-Accumbens-area;nm5AYk;1;2;R4;LLRv1;Left;Accumbens-area
138;26;28;0.284935527;0.238225788;0.375639737;0.000648431;215;4633.620605;101.3372093;105.3023256;-109.1579838;Left-VentralDC;nm5AYk;1;2;R4;LLRv1;Left;VentralDC
139;9;30;0.342839599;0.342839599;0.342839599;0;1;21.55172348;117.5;90;-110.3448322;Left-vessel;nm5AYk;1;2;R4;LLRv1;Left;vessel
140;17;31;0.327069565;0.271908909;0.450030833;0.001474894;41;883.6206665;108.597561;115.0609756;-95.37426893;Left-choroid-plexus;nm5AYk;1;2;R4;LLRv1;Left;choroid-plexus
141;13;41;0.277442687;0.20592083;0.459107846;0.000737602;13300;286637.9375;65.19022556;107.7306391;-78.74021772;Right-Cerebral-White-Matter;nm5AYk;1;2;R4;LLRv1;Right;Cerebral-White-Matter
142;18;42;0.325036093;0;0.555196106;0.00166971;12272;264482.75;60.32614896;110.5290499;-85.32179164;Right-Cerebral-Cortex;nm5AYk;1;2;R4;LLRv1;Right;Cerebral-Cortex
143;5;43;0.480396143;0.214452833;10;0.728025566;652;14051.72363;78.18634969;101.1004601;-85.35012137;Right-Lateral-Ventricle;nm5AYk;1;2;R4;LLRv1;Right;Lateral-Ventricle
144;31;44;0.330410205;0.273996919;0.368556976;0.000667079;16;344.8275757;59.0625;98.4375;-116.1637976;Right-Inf-Lat-Vent;nm5AYk;1;2;R4;LLRv1;Right;Inf-Lat-Vent
145;34;46;0.305677384;0.221790016;0.415094167;0.000690156;1152;24827.58594;68.70659722;140.4318576;-131.1901383;Right-Cerebellum-White-Matter;nm5AYk;1;2;R4;LLRv1;Right;Cerebellum-White-Matter
146;30;47;0.326929419;0;0.658617318;0.002805167;2527;54461.20703;66.7738425;149.0304709;-133.7540809;Right-Cerebellum-Cortex;nm5AYk;1;2;R4;LLRv1;Right;Cerebellum-Cortex
147;1;49;0.295009637;0.242288604;0.380777836;0.000581889;351;7564.654785;80.22079772;105.4843305;-93.51606736;Right-Thalamus;nm5AYk;1;2;R4;LLRv1;Right;Thalamus
