,Unnamed: 0,Pos,WM,GM,sub,ses,run,acq,rec
0,0,0.0015,0.0,0.0,a3b8Im,01,1,R4,CGv1
1,1,0.003995,0.0,0.0,a3b8Im,01,1,R4,CGv1
2,2,0.00649,0.0,0.0,a3b8Im,01,1,R4,CGv1
3,3,0.008985,0.0,0.0,a3b8Im,01,1,R4,CGv1
4,4,0.01148,0.0,0.0,a3b8Im,01,1,R4,CGv1
5,5,0.013975,0.0,0.0,a3b8Im,01,1,R4,CGv1
6,6,0.016469998,0.0,0.0,a3b8Im,01,1,R4,CGv1
7,7,0.018964998,0.0,0.0,a3b8Im,01,1,R4,CGv1
8,8,0.021459999,0.0,0.0,a3b8Im,01,1,R4,CGv1
9,9,0.023954999,0.0,0.0,a3b8Im,01,1,R4,CGv1
10,10,0.026449999,0.0,0.0,a3b8Im,01,1,R4,CGv1
11,11,0.028944999,0.0,0.0,a3b8Im,01,1,R4,CGv1
12,12,0.03144,0.0,0.0,a3b8Im,01,1,R4,CGv1
13,13,0.033935,0.0,0.0,a3b8Im,01,1,R4,CGv1
14,14,0.03643,0.0,0.0,a3b8Im,01,1,R4,CGv1
15,15,0.038925,0.0,0.0,a3b8Im,01,1,R4,CGv1
16,16,0.04142,0.0,0.0,a3b8Im,01,1,R4,CGv1
17,17,0.043915,0.0,0.0,a3b8Im,01,1,R4,CGv1
18,18,0.04641,0.0,0.0,a3b8Im,01,1,R4,CGv1
19,19,0.048905,0.0,0.0,a3b8Im,01,1,R4,CGv1
20,20,0.051400002,0.0,0.0,a3b8Im,01,1,R4,CGv1
21,21,0.053895,0.0,0.0,a3b8Im,01,1,R4,CGv1
22,22,0.056390002,0.0,0.0,a3b8Im,01,1,R4,CGv1
23,23,0.058885,0.0,0.0,a3b8Im,01,1,R4,CGv1
24,24,0.061380003,0.0,0.0,a3b8Im,01,1,R4,CGv1
25,25,0.063875005,0.0,0.0,a3b8Im,01,1,R4,CGv1
26,26,0.06637,0.0,0.0,a3b8Im,01,1,R4,CGv1
27,27,0.068865,0.0,0.0,a3b8Im,01,1,R4,CGv1
28,28,0.07136,0.0,0.0,a3b8Im,01,1,R4,CGv1
29,29,0.073855,0.0,0.0,a3b8Im,01,1,R4,CGv1
30,30,0.07635,0.0,0.0,a3b8Im,01,1,R4,CGv1
31,31,0.078845,0.0,0.0,a3b8Im,01,1,R4,CGv1
32,32,0.08134,0.0,0.0,a3b8Im,01,1,R4,CGv1
33,33,0.083835,0.0,0.0,a3b8Im,01,1,R4,CGv1
34,34,0.086330004,0.0,0.0,a3b8Im,01,1,R4,CGv1
35,35,0.088825,0.0,0.0,a3b8Im,01,1,R4,CGv1
36,36,0.09132,0.0,0.0,a3b8Im,01,1,R4,CGv1
37,37,0.093815,0.0,0.0,a3b8Im,01,1,R4,CGv1
38,38,0.096310005,0.0,0.0,a3b8Im,01,1,R4,CGv1
39,39,0.098805,0.0,0.0,a3b8Im,01,1,R4,CGv1
40,40,0.1013,0.0,0.0,a3b8Im,01,1,R4,CGv1
41,41,0.103795,0.0,0.0,a3b8Im,01,1,R4,CGv1
42,42,0.10629,0.0,0.0,a3b8Im,01,1,R4,CGv1
43,43,0.108785,0.0,0.0,a3b8Im,01,1,R4,CGv1
44,44,0.11128,0.0,0.0,a3b8Im,01,1,R4,CGv1
45,45,0.113775,0.0,0.0,a3b8Im,01,1,R4,CGv1
46,46,0.11627,0.0,0.0,a3b8Im,01,1,R4,CGv1
47,47,0.118765004,0.0,0.0,a3b8Im,01,1,R4,CGv1
48,48,0.12126,0.0,0.0,a3b8Im,01,1,R4,CGv1
49,49,0.123755,0.0,0.0,a3b8Im,01,1,R4,CGv1
50,50,0.12625,0.0,0.0,a3b8Im,01,1,R4,CGv1
51,51,0.12874499,0.0,0.0,a3b8Im,01,1,R4,CGv1
52,52,0.13124,0.0,0.0,a3b8Im,01,1,R4,CGv1
53,53,0.13373499,0.0,0.0,a3b8Im,01,1,R4,CGv1
54,54,0.13622999,0.0,0.0,a3b8Im,01,1,R4,CGv1
55,55,0.138725,0.0,0.0,a3b8Im,01,1,R4,CGv1
56,56,0.14121999,0.0,0.0,a3b8Im,01,1,R4,CGv1
57,57,0.143715,0.0,0.0,a3b8Im,01,1,R4,CGv1
58,58,0.14621,0.0,0.0,a3b8Im,01,1,R4,CGv1
59,59,0.14870499,0.0,0.0,a3b8Im,01,1,R4,CGv1
60,60,0.1512,0.0,0.0,a3b8Im,01,1,R4,CGv1
61,61,0.15369499,0.0,0.0,a3b8Im,01,1,R4,CGv1
62,62,0.15619,0.0,0.0,a3b8Im,01,1,R4,CGv1
63,63,0.158685,0.0,0.0,a3b8Im,01,1,R4,CGv1
64,64,0.16117999,0.0,0.0,a3b8Im,01,1,R4,CGv1
65,65,0.163675,0.0,0.0,a3b8Im,01,1,R4,CGv1
66,66,0.16616999,0.0,0.0,a3b8Im,01,1,R4,CGv1
67,67,0.16866499,0.0,0.0,a3b8Im,01,1,R4,CGv1
68,68,0.17116,0.0,0.0,a3b8Im,01,1,R4,CGv1
69,69,0.17365499,0.0,0.0,a3b8Im,01,1,R4,CGv1
70,70,0.17615,0.0,0.0,a3b8Im,01,1,R4,CGv1
71,71,0.178645,0.0,0.0,a3b8Im,01,1,R4,CGv1
72,72,0.18113999,0.0,0.0,a3b8Im,01,1,R4,CGv1
73,73,0.183635,0.0,0.0,a3b8Im,01,1,R4,CGv1
74,74,0.18612999,0.0,0.0,a3b8Im,01,1,R4,CGv1
75,75,0.188625,0.0,0.0,a3b8Im,01,1,R4,CGv1
76,76,0.19112,0.0,0.0,a3b8Im,01,1,R4,CGv1
77,77,0.19361499,0.0,0.0,a3b8Im,01,1,R4,CGv1
78,78,0.19611,0.0,0.0,a3b8Im,01,1,R4,CGv1
79,79,0.198605,0.0,0.0,a3b8Im,01,1,R4,CGv1
80,80,0.20109999,0.0,0.0,a3b8Im,01,1,R4,CGv1
81,81,0.203595,0.0,0.0,a3b8Im,01,1,R4,CGv1
82,82,0.20608999,0.0,0.0,a3b8Im,01,1,R4,CGv1
83,83,0.208585,0.0,0.0,a3b8Im,01,1,R4,CGv1
84,84,0.21108,0.0,0.0,a3b8Im,01,1,R4,CGv1
85,85,0.21357499,0.0,0.0,a3b8Im,01,1,R4,CGv1
86,86,0.21607,0.0,0.0,a3b8Im,01,1,R4,CGv1
87,87,0.21856499,0.0,0.0,a3b8Im,01,1,R4,CGv1
88,88,0.22106,0.0,0.0,a3b8Im,01,1,R4,CGv1
89,89,0.223555,0.0225791829754145,0.0,a3b8Im,01,1,R4,CGv1
90,90,0.22604999,0.0677371443708053,0.0265079816959031,a3b8Im,01,1,R4,CGv1
91,91,0.228545,0.3386857218540267,0.0530159633918062,a3b8Im,01,1,R4,CGv1
92,92,0.23104,0.8354297700903386,0.0265081400130015,a3b8Im,01,1,R4,CGv1
93,93,0.23353499,1.354742887416107,0.0795239450877093,a3b8Im,01,1,R4,CGv1
94,94,0.23603,3.048189701680965,0.0265081400130015,a3b8Im,01,1,R4,CGv1
95,95,0.23852499,3.567489603529081,0.0530159633918062,a3b8Im,01,1,R4,CGv1
96,96,0.24102,5.283497260922817,0.1325399084795156,a3b8Im,01,1,R4,CGv1
97,97,0.243515,6.367329599066904,0.185556980091011,a3b8Im,01,1,R4,CGv1
98,98,0.24600999,9.031619249440713,0.2385718352631281,a3b8Im,01,1,R4,CGv1
99,99,0.248505,10.815428645223571,0.2650814001300157,a3b8Im,01,1,R4,CGv1
100,100,0.251,11.98940294817528,0.3976173507104359,a3b8Im,01,1,R4,CGv1
101,101,0.253495,13.77330161500288,0.4241302402080252,a3b8Im,01,1,R4,CGv1
102,102,0.25599,13.321717955494588,0.8747686204290519,a3b8Im,01,1,R4,CGv1
103,103,0.258485,13.999093444757024,0.9808011804810582,a3b8Im,01,1,R4,CGv1
104,104,0.26097998,13.09576969857187,0.980789465085742,a3b8Im,01,1,R4,CGv1
105,105,0.263475,13.72814324905205,1.2723907206240754,a3b8Im,01,1,R4,CGv1
106,106,0.26597,15.17321095947858,1.85556980091011,a3b8Im,01,1,R4,CGv1
107,107,0.26846498,14.608556887889655,1.98808675355218,a3b8Im,01,1,R4,CGv1
108,108,0.27096,13.97651426178161,3.20748494157319,a3b8Im,01,1,R4,CGv1
109,109,0.273455,14.811944031871947,3.4460582016902044,a3b8Im,01,1,R4,CGv1
110,110,0.27594998,14.563399061342857,4.188236094149925,a3b8Im,01,1,R4,CGv1
111,111,0.278445,14.879681580798191,5.169087302535306,a3b8Im,01,1,R4,CGv1
112,112,0.28094,13.141084491691272,6.706559423289398,a3b8Im,01,1,R4,CGv1
113,113,0.283435,12.824822739291072,6.918541902361585,a3b8Im,01,1,R4,CGv1
114,114,0.28593,13.479772236322493,8.350064104095495,a3b8Im,01,1,R4,CGv1
115,115,0.288425,11.583120866387668,9.46340598464156,a3b8Im,01,1,R4,CGv1
116,116,0.29092,12.666921649207564,11.7961223057857,a3b8Im,01,1,R4,CGv1
117,117,0.29341498,12.305507734002877,12.114075284977948,a3b8Im,01,1,R4,CGv1
118,118,0.29591,11.989546159945128,13.015496746383771,a3b8Im,01,1,R4,CGv1
119,119,0.298405,11.425066585559764,13.015496746383771,a3b8Im,01,1,R4,CGv1
120,120,0.30089998,10.341142279217095,14.605810682763346,a3b8Im,01,1,R4,CGv1
121,121,0.303395,9.076831556116652,17.150766588412015,a3b8Im,01,1,R4,CGv1
122,122,0.30589,8.534931164706702,15.374721207540912,a3b8Im,01,1,R4,CGv1
123,123,0.30838498,8.376776824431316,15.745647088133262,a3b8Im,01,1,R4,CGv1
124,124,0.31088,7.834976492468851,15.215672367462902,a3b8Im,01,1,R4,CGv1
125,125,0.313375,6.525383879894807,15.984408427839949,a3b8Im,01,1,R4,CGv1
126,126,0.31587,5.757622884716943,16.88548349350318,a3b8Im,01,1,R4,CGv1
127,127,0.318365,5.4641622800503225,13.4926432666178,a3b8Im,01,1,R4,CGv1
128,128,0.32086,4.109411301525449,15.613294467657926,a3b8Im,01,1,R4,CGv1
129,129,0.323355,3.906198654746718,12.750415346253757,a3b8Im,01,1,R4,CGv1
130,130,0.32584998,3.7255206901109625,12.72375522273395,a3b8Im,01,1,R4,CGv1
131,131,0.328345,2.664343591098917,12.935972326344768,a3b8Im,01,1,R4,CGv1
132,132,0.33084,2.5514476762218448,10.921353685356648,a3b8Im,01,1,R4,CGv1
133,133,0.33333498,1.8740498016921812,10.470590235374813,a3b8Im,01,1,R4,CGv1
134,134,0.33583,1.7160179061315062,9.516422264667565,a3b8Im,01,1,R4,CGv1
135,135,0.338325,1.5805428082790187,8.986259464407532,a3b8Im,01,1,R4,CGv1
136,136,0.34081998,0.9708932707561904,7.581237486878978,a3b8Im,01,1,R4,CGv1
137,137,0.343315,1.174117514721557,7.051165243458418,a3b8Im,01,1,R4,CGv1
138,138,0.34581,0.8805881360411677,6.229412903055369,a3b8Im,01,1,R4,CGv1
139,139,0.348305,0.609630658381794,5.328072499519842,a3b8Im,01,1,R4,CGv1
140,140,0.3508,0.6322171233116075,5.407660562652321,a3b8Im,01,1,R4,CGv1
141,141,0.353295,0.5870587573607785,4.002729141963237,a3b8Im,01,1,R4,CGv1
142,142,0.35579,0.5193212084345348,3.8171721618722265,a3b8Im,01,1,R4,CGv1
143,143,0.35828498,0.3161047858275968,3.525540509632532,a3b8Im,01,1,R4,CGv1
144,144,0.36078,0.5419003914099493,3.233993081586192,a3b8Im,01,1,R4,CGv1
145,145,0.363275,0.3386877446312183,3.287009361612195,a3b8Im,01,1,R4,CGv1
146,146,0.36576998,0.3838415256477961,2.836337101734443,a3b8Im,01,1,R4,CGv1
147,147,0.368265,0.2257918297541455,2.306208181131137,a3b8Im,01,1,R4,CGv1
148,148,0.37076,0.2483710127295601,1.6965209608321008,a3b8Im,01,1,R4,CGv1
149,149,0.37325498,0.1806313061871982,1.8820554600293968,a3b8Im,01,1,R4,CGv1
150,150,0.37575,0.203212646778731,1.9616023609621165,a3b8Im,01,1,R4,CGv1
151,151,0.378245,0.0677375489262436,1.9085860809361133,a3b8Im,01,1,R4,CGv1
152,152,0.38074,0.1806313061871982,1.1928520521313075,a3b8Im,01,1,R4,CGv1
153,153,0.383235,0.1354750978524873,1.2723907206240754,a3b8Im,01,1,R4,CGv1
154,154,0.38573,0.0677375489262436,1.1928663005850708,a3b8Im,01,1,R4,CGv1
155,155,0.388225,0.0677375489262436,1.060325600520063,a3b8Im,01,1,R4,CGv1
156,156,0.39071998,0.0225789132733997,1.1928520521313075,a3b8Im,01,1,R4,CGv1
